codigo,latitude,longitude,WO_dist,NS_dist,importance_0.5h,importance_1.0h,importance_1.5h,importance_2h,importance_3h,importance_4h,top feature_0.5h,top feature_1h,top feature_1.5h,top feature_2h,top feature_3h,top feature_4h,value_top_0.5h,value_top_1h,value_top_1.5h,value_top_2h,value_top_3h,value_top_4h
SO03,41.849787899999995,-2.4281391,233.83113310128022,-35.198914308157065,0.08801247480364432,0.005916372694887319,0.003269092309606266,0.0014744945790398551,0.00702956994628034,0.005009991893400097,0,1,1,1,1,2,0.04629170465714843,0.005916372694887319,0.003269092309606266,0.0014744945790398551,0.0036406510067414225,0.0027445771737502345
VA01,42.1662402,-5.264525899999967,8.244360849185115e-06,2.2245966167844244e-05,0.4404014966103582,0.21541251518272217,0.13822157892413,0.09779241540615158,0.04899958329439651,2.8508654617853035,0,0,0,0,0,0,0.43711973219693695,0.20176852746587548,0.12995266671434832,0.09037978090458791,0.04899958329439651,0.03182403964464092
VA02,41.2217513,-5.2475517999999965,1.3994138374302298,-105.0553205882405,0.011430567412030647,0.016121370781753856,0.018434708002862517,0.03748060891469118,0.046770884451689254,0.03293663120636886,2,2,2,2,0,0,0.011430567412030647,0.016121370781753856,0.014937441478127127,0.022135318284512977,0.026779310755933542,0.021408660520704677
VA03,41.2851649,-4.707061599999975,45.959279960524704,-98.00183643575211,0.0,0.0,0.013893599371199002,0.026751489641598118,0.014687539366736257,0.015623139135360297,3,3,0,0,2,2,0.0,0.0,0.012626333693792423,0.016918599922586645,0.010837744664434915,0.00964763995570472
VA05,41.756021000000004,-4.101495,95.88369912728189,-45.6285909576128,0.010085765589536305,0.03243406103567075,0.046607865701311445,0.040703740093545396,0.0537775730037927,0.0667118567462849,2,2,2,2,2,2,0.005316107591307961,0.016562399091341665,0.020082177876575038,0.027102816353533062,0.033998223657961325,0.03631826816850165
VA06,41.50153529999999,-4.998745900000016,21.911854461310572,-73.93499292793119,0.02831110263637917,0.06594075166876585,0.07453371442397572,0.07183329948167165,0.0591018157759853,0.05443391123319112,1,0,0,0,0,0,0.015277627180469187,0.05171446027141969,0.06687672247966626,0.07183329948167165,0.0591018157759853,0.052948420922012594
VA07,41.642503999999995,-4.292395,80.14552804423413,-58.25506793633791,0.024449202748555825,0.010725119095464086,0.01523228705140391,0.007251154950026995,0.020087729705849454,0.03891883134099104,0,2,2,0,0,0,0.013100769605801314,0.007887947530401021,0.009023692141558891,0.007251154950026995,0.020087729705849454,0.0254250495168977
ZA01,42.00372,-5.8096749000000045,-44.9439513288897,-18.077072496474255,0.08679746147332837,0.15324618976193652,0.1412999660327462,0.12852059208447406,0.09434921936959043,0.07435288043666927,0,0,0,0,0,0,0.05367747307446837,0.09515291952851414,0.08630182035486214,0.08064472850121683,0.06703968100000846,0.048541717155799816
ZA02,41.489688799999996,-5.6839274999999825,-34.57692692687722,-75.2526771472854,0.022301869136715263,0.05403887502672232,0.056927956899675336,0.0653731888090239,0.06352071848652466,0.05385235159650851,0,0,0,0,0,2,0.017635105509747912,0.0376695631636701,0.043510591046724986,0.04311467280295095,0.03157290124511553,0.021768275866939187
ZA04,41.865447499999995,-5.413590999999998,-12.289450902490143,-33.45709961171452,0.10820586840944596,0.1005956764918157,0.07907277315563242,0.07288931496252224,0.0498256720015917,0.0047423042584343305,0,0,0,0,2,2,0.09102414320901006,0.08447205920960711,0.0573959720249912,0.04913812829572001,0.026186626999005185,0.0047423042584343305
ZA05,41.7853811,-5.8954138000000285,-52.01253130056137,-42.36287193100808,0.0509269120263054,0.1238749090881176,0.1542715929420719,0.1040924856235933,0.07821007859977186,0.05245440924794649,0,0,0,0,0,0,0.04180206090869087,0.0827508100180595,0.09694924607598568,0.06540855556525864,0.05262415374739879,0.03826252800809131
ZA06,41.9326098,-5.662885899999992,-32.84218704148938,-25.986648183398096,0.11022140621985956,0.10793330344548559,0.08303379876012298,0.09347204099149473,0.04395700559329124,0.029070205978467697,0,0,0,0,0,0,0.08721919765255821,0.08569874229764171,0.06420887172668631,0.0618684169521785,0.02492809168318373,0.017979991078804602
